Train No.,train Name,stopNumber,station Code,Station Name,Arrival time,Departure time,Distance
1081,DR BSL T F SPL ,1,DR  ,DADAR          ,0:00:00,21:45:00,0
1081,DR BSL T F SPL ,2,TNA ,THANE          ,22:03:00,22:05:00,25
1081,DR BSL T F SPL ,3,KYN ,KALYAN JN      ,22:22:00,22:45:00,45
1081,DR BSL T F SPL ,4,IGP ,IGATPURI       ,0:05:00,0:10:00,128
1081,DR BSL T F SPL ,5,NK  ,NASIK ROAD     ,0:52:00,0:55:00,179
1081,DR BSL T F SPL ,6,CSN ,CHALISGAON JN  ,2:30:00,2:32:00,319
1081,DR BSL T F SPL ,7,JL  ,JALGAON JN     ,3:27:00,3:30:00,412
1081,DR BSL T F SPL ,8,BSL ,BHUSAVAL JN    ,5:00:00,0:00:00,436
1082,BSL DR T F SPL ,1,BSL ,BHUSAVAL JN    ,0:00:00,8:35:00,0
1082,BSL DR T F SPL ,2,JL  ,JALGAON JN     ,9:00:00,9:03:00,25
1082,BSL DR T F SPL ,3,CSN ,CHALISGAON JN  ,9:50:00,9:52:00,117
1082,BSL DR T F SPL ,4,NK  ,NASIK ROAD     ,11:20:00,11:25:00,258
1082,BSL DR T F SPL ,5,IGP ,IGATPURI       ,13:25:00,13:30:00,308
1082,BSL DR T F SPL ,6,KYN ,KALYAN JN      ,15:10:00,15:13:00,391
1082,BSL DR T F SPL ,7,TNA ,THANE          ,15:33:00,15:35:00,412
1082,BSL DR T F SPL ,8,DR  ,DADAR          ,16:20:00,0:00:00,436
10111,KONKAN KANYA EX,1,CSTM,MUMBAI CST     ,0:00:00,23:05:00,0
10111,KONKAN KANYA EX,2,DR  ,DADAR          ,23:18:00,23:20:00,9
10111,KONKAN KANYA EX,3,TNA ,THANE          ,23:43:00,23:45:00,34
10111,KONKAN KANYA EX,4,DIVA,DIVA           ,23:58:00,23:59:00,43
10111,KONKAN KANYA EX,5,PNVL,PANVEL         ,0:25:00,0:30:00,69
10111,KONKAN KANYA EX,6,MNI ,MANGAON        ,2:53:00,2:54:00,188
10111,KONKAN KANYA EX,7,KHED,KHED           ,4:01:00,4:02:00,284
10111,KONKAN KANYA EX,8,CHI ,CHIPLUN        ,4:39:00,4:40:00,325
10111,KONKAN KANYA EX,9,SGR ,SANGMESHWAR    ,5:33:00,5:34:00,384
10111,KONKAN KANYA EX,10,RN  ,RATNAGIRI      ,6:35:00,6:40:00,431
10111,KONKAN KANYA EX,11,VID ,VILAVADE       ,7:29:00,7:30:00,497
10111,KONKAN KANYA EX,12,RAJP,RAJAPUR ROAD   ,7:51:00,7:52:00,520
10111,KONKAN KANYA EX,13,VBW ,VAIBHAVWADI RD ,8:09:00,8:10:00,543
10111,KONKAN KANYA EX,14,KKW ,KANKAVALI      ,8:41:00,8:42:00,587
10111,KONKAN KANYA EX,15,SNDD,SINDHUDURG     ,9:05:00,9:06:00,612
10111,KONKAN KANYA EX,16,KUDL,KUDAL          ,9:19:00,9:20:00,626
10111,KONKAN KANYA EX,17,SWV ,SAWANTWADI ROAD,9:57:00,9:58:00,655
10111,KONKAN KANYA EX,18,PERN,PERNEM         ,10:27:00,10:28:00,686
10111,KONKAN KANYA EX,19,THVM,THIVIM         ,10:41:00,10:42:00,701
10111,KONKAN KANYA EX,20,KRMI,KARMALI        ,11:10:00,11:12:00,725
10111,KONKAN KANYA EX,21,MAO ,MADGAON        ,12:30:00,0:00:00,765
10112,KONKAN KANYA EX,1,MAO ,MADGAON        ,0:00:00,16:45:00,0
10112,KONKAN KANYA EX,2,KRMI,KARMALI        ,17:17:00,17:18:00,41
10112,KONKAN KANYA EX,3,THVM,THIVIM         ,17:35:00,17:36:00,65
10112,KONKAN KANYA EX,4,PERN,PERNEM         ,17:49:00,17:50:00,80
10112,KONKAN KANYA EX,5,SWV ,SAWANTWADI ROAD,18:15:00,18:16:00,111
10112,KONKAN KANYA EX,6,KUDL,KUDAL          ,18:47:00,18:48:00,140
10112,KONKAN KANYA EX,7,SNDD,SINDHUDURG     ,18:57:00,18:58:00,154
10112,KONKAN KANYA EX,8,KKW ,KANKAVALI      ,19:13:00,19:14:00,179
10112,KONKAN KANYA EX,9,VBW ,VAIBHAVWADI RD ,19:45:00,19:46:00,222
10112,KONKAN KANYA EX,10,RAJP,RAJAPUR ROAD   ,20:07:00,20:08:00,246
10112,KONKAN KANYA EX,11,VID ,VILAVADE       ,20:29:00,20:30:00,269
10112,KONKAN KANYA EX,12,RN  ,RATNAGIRI      ,22:00:00,22:05:00,335
10112,KONKAN KANYA EX,13,SGR ,SANGMESHWAR    ,22:45:00,22:46:00,382
10112,KONKAN KANYA EX,14,CHI ,CHIPLUN        ,23:49:00,23:50:00,441
10112,KONKAN KANYA EX,15,KHED,KHED           ,0:27:00,0:28:00,482
10112,KONKAN KANYA EX,16,MNI ,MANGAON        ,2:01:00,2:02:00,578
10112,KONKAN KANYA EX,17,PNVL,PANVEL         ,4:05:00,4:10:00,697
10112,KONKAN KANYA EX,18,DIVA,DIVA           ,4:23:00,4:24:00,723
10112,KONKAN KANYA EX,19,TNA ,THANE          ,4:53:00,4:55:00,732
10112,KONKAN KANYA EX,20,DR  ,DADAR          ,5:17:00,5:20:00,757
10112,KONKAN KANYA EX,21,CSTM,MUMBAI CST     ,5:50:00,0:00:00,765
10215,MADGAON ERS EXP,1,MAO ,MADGAON        ,0:00:00,21:00:00,0
10215,MADGAON ERS EXP,2,KAWR,KARWAR         ,22:00:00,22:02:00,82
10215,MADGAON ERS EXP,3,BTJL,BHATKAL        ,0:06:00,0:08:00,236
10215,MADGAON ERS EXP,4,UD  ,UDUPI          ,1:40:00,1:42:00,350
10215,MADGAON ERS EXP,5,TOK ,THOKUR         ,2:40:00,2:45:00,415
10215,MADGAON ERS EXP,6,MAJN,MANGALORE JN   ,3:00:00,3:10:00,431
10215,MADGAON ERS EXP,7,KGQ ,KASARAGOD      ,3:53:00,3:55:00,482
10215,MADGAON ERS EXP,8,CAN ,KANNUR         ,5:10:00,5:15:00,568
10215,MADGAON ERS EXP,9,CLT ,KOZHIKODE      ,6:50:00,6:55:00,657
10215,MADGAON ERS EXP,10,TIR ,TIRUR          ,7:38:00,7:40:00,698
10215,MADGAON ERS EXP,11,SRR ,SHORANUR JN    ,8:35:00,8:40:00,743
10215,MADGAON ERS EXP,12,TCR ,THRISUR        ,9:18:00,9:20:00,776
10215,MADGAON ERS EXP,13,AWY ,ALUVA          ,10:38:00,10:40:00,831
10215,MADGAON ERS EXP,14,ERS ,ERNAKULAM JN   ,11:20:00,0:00:00,850
10216,MADGAON EXPRESS,1,ERS ,ERNAKULAM JN   ,0:00:00,13:55:00,0
10216,MADGAON EXPRESS,2,AWY ,ALUVA          ,14:17:00,14:19:00,20
10216,MADGAON EXPRESS,3,TCR ,THRISUR        ,15:04:00,15:07:00,75
10216,MADGAON EXPRESS,4,SRR ,SHORANUR JN    ,16:00:00,16:05:00,107
10216,MADGAON EXPRESS,5,TIR ,TIRUR          ,16:43:00,16:45:00,152
10216,MADGAON EXPRESS,6,CLT ,KOZHIKODE      ,17:30:00,17:35:00,193
10216,MADGAON EXPRESS,7,CAN ,KANNUR         ,19:10:00,19:15:00,283
10216,MADGAON EXPRESS,8,KGQ ,KASARAGOD      ,20:08:00,20:10:00,368
10216,MADGAON EXPRESS,9,MAJN,MANGALORE JN   ,21:20:00,21:30:00,419
10216,MADGAON EXPRESS,10,TOK ,THOKUR         ,21:40:00,21:42:00,436
10216,MADGAON EXPRESS,11,UD  ,UDUPI          ,22:46:00,22:48:00,501
10216,MADGAON EXPRESS,12,BTJL,BHATKAL        ,23:54:00,23:56:00,614
10216,MADGAON EXPRESS,13,KAWR,KARWAR         ,2:02:00,2:04:00,768
10216,MADGAON EXPRESS,14,MAO ,MADGAON        ,3:30:00,0:00:00,850
12123,DECCAN QUEEN   ,1,CSTM,MUMBAI CST     ,0:00:00,17:10:00,0
12123,DECCAN QUEEN   ,2,KYN ,KALYAN JN      ,18:02:00,18:03:00,54
12123,DECCAN QUEEN   ,3,KJT ,KARJAT         ,18:33:00,18:35:00,100
12123,DECCAN QUEEN   ,4,LNL ,LONAVALA       ,19:18:00,19:20:00,128
12123,DECCAN QUEEN   ,5,SVJR,SHIVAJINAGAR   ,20:08:00,20:10:00,190
12123,DECCAN QUEEN   ,6,PUNE,PUNE JN        ,20:25:00,0:00:00,192
12124,DECCAN QUEEN   ,1,PUNE,PUNE JN        ,0:00:00,7:15:00,0
12124,DECCAN QUEEN   ,2,LNL ,LONAVALA       ,8:08:00,8:10:00,64
12124,DECCAN QUEEN   ,3,KYN ,KALYAN JN      ,9:44:00,9:45:00,139
12124,DECCAN QUEEN   ,4,DR  ,DADAR          ,10:03:00,10:05:00,183
12124,DECCAN QUEEN   ,5,CSTM,MUMBAI CST     ,10:25:00,0:00:00,192
12125,PRAGATI EXPRESS,1,CSTM,MUMBAI CST     ,0:00:00,16:25:00,0
12125,PRAGATI EXPRESS,2,DR  ,DADAR          ,16:37:00,16:38:00,9
12125,PRAGATI EXPRESS,3,TNA ,THANE          ,16:54:00,16:55:00,34
12125,PRAGATI EXPRESS,4,DIVA,DIVA           ,17:11:00,17:12:00,43
